date,open,high,low,close,volume
06/10/2020,6860.100098,6975.399902,6838.799805,6936.200195,265233500
07/10/2020,6920.200195,6952.600098,6887.100098,6910.100098,207416200
08/10/2020,6953.200195,7018.799805,6951.700195,6992.799805,202093000
09/10/2020,6992.899902,7024.600098,6936.700195,6950.899902,182746300
12/10/2020,6968.799805,6979.899902,6924.799805,6951,167258200
13/10/2020,6945.200195,6960.600098,6854.600098,6875.200195,205874300
14/10/2020,6880.399902,6946.799805,6846.5,6916.600098,178694400
15/10/2020,6840.200195,6842.299805,6763,6816.799805,237247000
16/10/2020,6851.899902,6877,6784.600098,6849.700195,234162000
19/10/2020,6882.100098,6932.799805,6816.399902,6860.200195,173622600
20/10/2020,6834.799805,6972.100098,6826.700195,6927.299805,221477800
21/10/2020,6961.5,6962.200195,6806.100098,6811.5,207333200
22/10/2020,6775.200195,6839.5,6709.299805,6796.600098,212045300
23/10/2020,6802.100098,6902,6791.899902,6893.399902,221927800
26/10/2020,6797.899902,6904.200195,6789.700195,6796.899902,195991200
27/10/2020,6845.200195,6846.700195,6647,6651.299805,273169200
28/10/2020,6560.799805,6563.799805,6423.299805,6474.399902,323758000
29/10/2020,6467.700195,6514,6329.5,6411.799805,298195700
30/10/2020,6351.399902,6461.600098,6345.299805,6452.200195,260708300
02/11/2020,6481.399902,6590.700195,6396.299805,6585.600098,222245200
03/11/2020,6636.100098,6760.799805,6608.700195,6751.600098,281852500
04/11/2020,6616.700195,6790.799805,6563.700195,6781.899902,274816200
05/11/2020,6833.5,6948.299805,6814.200195,6924.200195,255824700
06/11/2020,6890.600098,6940.399902,6829.399902,6870.399902,206308100
09/11/2020,6972.299805,7535.299805,6945.799805,7459.399902,751200600
10/11/2020,7447.100098,7720.299805,7439.5,7711.399902,705610500
11/11/2020,7733.799805,7804.600098,7675.799805,7793.700195,401246900
12/11/2020,7721.700195,7773.299805,7688,7726,309657400
13/11/2020,7698.600098,7823.100098,7686.200195,7783.700195,297808600
16/11/2020,7905.899902,8102.399902,7879,7986.200195,601880600
17/11/2020,7979,7979,7835.799805,7934.299805,428970100
18/11/2020,7914.100098,7994.299805,7888.700195,7981.5,296385800
19/11/2020,7907.200195,7978.799805,7863.899902,7930.200195,261607300
20/11/2020,7938.799805,8001.100098,7920,7977.899902,232651500
23/11/2020,8029.100098,8067.299805,7972.200195,7981.200195,278313000
24/11/2020,8052.399902,8143.200195,8045.299805,8143.200195,351639600
25/11/2020,8172.399902,8199.900391,8084.399902,8164.700195,294450000
26/11/2020,8184.799805,8184.899902,8086.700195,8104.600098,218317400
27/11/2020,8069.100098,8190.700195,8054.399902,8190.700195,415126100
30/11/2020,8130.600098,8165.200195,8075.399902,8076.899902,544905000
01/12/2020,8112.700195,8176.399902,8100.200195,8140.799805,284946100
02/12/2020,8111.100098,8226.200195,8104.200195,8220.799805,310837500
03/12/2020,8208.099609,8223.400391,8154.799805,8200.700195,233469300
04/12/2020,8201.200195,8322.900391,8197,8322.900391,352968100
07/12/2020,8283.299805,8296.400391,8225.5,8275.599609,228160200
08/12/2020,8262.400391,8273.599609,8206.299805,8227.599609,202823300
09/12/2020,8262.200195,8292.599609,8223.099609,8235.299805,212038900
10/12/2020,8260.299805,8284.299805,8124.899902,8182.299805,272111500
11/12/2020,8147.799805,8151.399902,7978.100098,8063.100098,269809400
14/12/2020,8160.200195,8222.5,8140.5,8140.799805,225309600
15/12/2020,8153.200195,8166.600098,8099.700195,8152.399902,213877000
16/12/2020,8166.399902,8209.700195,8104.399902,8139.5,218432700
17/12/2020,8164.600098,8180.799805,8110.5,8153.399902,193099700
18/12/2020,8114.299805,8159.399902,8036.700195,8037.399902,355173100
21/12/2020,7860.899902,7872.299805,7663.5,7789.799805,339116800
22/12/2020,7822,7942.399902,7818,7934.200195,187112500
23/12/2020,7948.799805,8084.200195,7940,8073.600098,183108500
24/12/2020,8101.200195,8112.399902,8073.299805,8111.5,83708200
28/12/2020,8179.299805,8192.099609,8122.200195,8155.600098,147457600
29/12/2020,8203.200195,8225.799805,8167,8174.799805,143794800
30/12/2020,8174.200195,8194.200195,8149.799805,8154.399902,129930500
31/12/2020,8116.899902,8129.799805,8073.700195,8073.700195,82261100
04/01/2021,8191.799805,8207.200195,8053,8099.200195,213153000
05/01/2021,8052.200195,8118.100098,8037.399902,8091.5,173796400
06/01/2021,8179.799805,8383.700195,8134.100098,8350.299805,275695700
07/01/2021,8383.799805,8399.5,8274.099609,8385.799805,247341500
08/01/2021,8439.700195,8439.700195,8366.200195,8407.700195,204981400
11/01/2021,8369.200195,8411.900391,8317,8357.5,188251800
12/01/2021,8375.200195,8396.299805,8322.400391,8345.900391,207298100
13/01/2021,8353.900391,8386.599609,8318.700195,8361.099609,206409700
14/01/2021,8360.900391,8394.400391,8335.900391,8372.400391,196757600
15/01/2021,8332.200195,8361.700195,8173.799805,8230.700195,251305100
18/01/2021,8194.700195,8259.400391,8180.700195,8254.5,122092800
19/01/2021,8303.700195,8320.200195,8198.400391,8199,162964400
20/01/2021,8220.299805,8240.900391,8140.299805,8204.099609,147519500
21/01/2021,8234.5,8275.900391,8117.899902,8122.100098,179934200
22/01/2021,8072.700195,8078.100098,7971.100098,8036.399902,233703000
25/01/2021,8076.899902,8085.799805,7846,7897.299805,218852300
26/01/2021,7907.700195,8008.5,7907.700195,7964.899902,177642900
27/01/2021,7950.399902,7995.5,7782.5,7852.700195,208275300
28/01/2021,7767.200195,7958.899902,7713.5,7932.5,201655300
29/01/2021,7825.799805,7882.899902,7757.299805,7757.5,250623200
01/02/2021,7823,7842.299805,7779.799805,7798.200195,182007000
02/02/2021,7844.600098,7958.899902,7828.100098,7950.899902,238438100
03/02/2021,8048.200195,8088.200195,7983.299805,8012.799805,220821600
04/02/2021,8031.399902,8122.600098,8005.399902,8122.600098,241673000
05/02/2021,8129.799805,8227.200195,8107.299805,8214.700195,261535200
08/02/2021,8251.799805,8260.299805,8187.899902,8219,203539900
09/02/2021,8216.799805,8219,8090.799805,8101,159552300
10/02/2021,8127.200195,8144.299805,8026.899902,8065.399902,170296200
11/02/2021,8067.100098,8095.100098,8008.200195,8037.600098,136461900
12/02/2021,8025,8055,7921.299805,8055,157832900
15/02/2021,8124.399902,8218.599609,8108.200195,8203.5,193906300
16/02/2021,8215.099609,8222.299805,8129.200195,8153.700195,164686700
17/02/2021,8140.799805,8176.299805,8073.899902,8122.700195,190607900
18/02/2021,8133.5,8168.600098,8045.299805,8058.100098,151455500
19/02/2021,8066.700195,8172.600098,8016.100098,8151.600098,209007000
22/02/2021,8119.600098,8126.299805,8045.299805,8112.200195,221465900
23/02/2021,8128,8259.900391,8107.600098,8252.099609,293160800
24/02/2021,8266.599609,8311.5,8205.200195,8269.599609,225852700
25/02/2021,8331.200195,8387,8310.700195,8317.799805,309755000
26/02/2021,8218.599609,8377.099609,8166.299805,8225,291865800
01/03/2021,8324.599609,8395.900391,8291.299805,8378.099609,182097000
02/03/2021,8360.900391,8436.5,8328.599609,8355.799805,177712100
03/03/2021,8397.599609,8466.599609,8278.5,8329.299805,240923800
04/03/2021,8285.099609,8382.200195,8273.900391,8354,207044300
05/03/2021,8322.099609,8387.099609,8239.700195,8286.799805,259819800
08/03/2021,8358,8458.400391,8307.5,8444.200195,235094900
09/03/2021,8446.299805,8516.200195,8416,8496.400391,281898000
10/03/2021,8479.5,8561.099609,8462.299805,8525.200195,203746300
11/03/2021,8567.599609,8609.5,8495.799805,8593,189021600
12/03/2021,8570,8644.5,8554.400391,8644.5,149113500
15/03/2021,8689.900391,8740.099609,8617.599609,8635.400391,210887200
16/03/2021,8679.400391,8717.599609,8617.799805,8657.700195,209943700
17/03/2021,8652.099609,8659.099609,8570.099609,8599.5,173237000
18/03/2021,8632.599609,8658.799805,8587.099609,8624.599609,237338400
19/03/2021,8560.099609,8591.200195,8465.900391,8493,375052600
22/03/2021,8430.200195,8432.599609,8324.799805,8343.5,229082300
23/03/2021,8316.700195,8425.900391,8274.200195,8390.299805,203402800
24/03/2021,8351.299805,8443.700195,8288.799805,8443.700195,187924600
25/03/2021,8420.299805,8439.200195,8299.700195,8409.5,161359200
26/03/2021,8480.5,8528.799805,8437.799805,8498.200195,233895700
29/03/2021,8502.799805,8540.400391,8451.5,8492.099609,177594200
30/03/2021,8542.900391,8612.299805,8532.400391,8595.200195,171860100
31/03/2021,8594.700195,8652.200195,8568,8580,265542300
01/04/2021,8595.599609,8610.099609,8542.700195,8577.599609,150979000
06/04/2021,8673.200195,8691.900391,8615.5,8634.599609,201717300
07/04/2021,8648.299805,8661.799805,8592.200195,8597.400391,137394800
08/04/2021,8626.5,8637.799805,8564.400391,8637.799805,165761800
09/04/2021,8639.299805,8647.400391,8565.799805,8565.799805,133458400
12/04/2021,8556.099609,8556.900391,8481,8532.599609,131409400
13/04/2021,8533.200195,8568.299805,8467.299805,8525.099609,152574000
14/04/2021,8532.599609,8595.700195,8510.099609,8588.400391,133519000
15/04/2021,8603.099609,8621.900391,8564.700195,8571.599609,146073800
16/04/2021,8585,8656.400391,8553.599609,8613.5,176861600
19/04/2021,8613.799805,8741.400391,8609.299805,8711.400391,171375300
20/04/2021,8699.400391,8703.900391,8450.700195,8459.400391,214621600
21/04/2021,8492.900391,8566.299805,8426.200195,8519.799805,175189200
22/04/2021,8548.599609,8656.799805,8527.5,8656.799805,136381300
23/04/2021,8629.400391,8674,8571.700195,8618.599609,118119300
26/04/2021,8629.900391,8714.599609,8590.599609,8701.900391,162998200
27/04/2021,8690.799805,8756.700195,8655.299805,8756.700195,183162900
28/04/2021,8779.099609,8815.900391,8717.599609,8799.599609,218196700
29/04/2021,8821.799805,8869.900391,8801.400391,8823.200195,261774400
30/04/2021,8822.299805,8860.400391,8808.599609,8815,267612000
03/05/2021,8821.599609,8904.700195,8796.299805,8893.700195,150399700
04/05/2021,8906,9002.400391,8811.900391,8830.400391,231895800
05/05/2021,8896.700195,8967.799805,8881.400391,8967.799805,180443400
06/05/2021,8982.599609,9010.5,8912.200195,8982.200195,188334200
07/05/2021,9042,9065.900391,8982.900391,9059.200195,191889900
10/05/2021,9121.5,9149.099609,9061.099609,9144.299805,237075400
11/05/2021,9065.099609,9078.700195,8948.099609,8987.200195,232088700
12/05/2021,8990.200195,9055.200195,8953.400391,9007.700195,195759200
13/05/2021,8932.700195,8989.599609,8804.299805,8966.200195,173524400
14/05/2021,9036.299805,9149,9005.900391,9145.599609,161364300
17/05/2021,9166.700195,9203,9099.5,9155.599609,164174400
18/05/2021,9214.200195,9241.5,9127.200195,9183.900391,176037400
19/05/2021,9121.400391,9164.700195,8977.900391,9070.700195,200253900
20/05/2021,9112.099609,9124.299805,8997.200195,9124.299805,138305200
21/05/2021,9129.599609,9223.900391,9110.599609,9204,175406200
24/05/2021,9230.400391,9243.200195,9170.799805,9205.5,91842700
25/05/2021,9220.900391,9245.599609,9197,9208.700195,147285300
26/05/2021,9232,9243.400391,9144.900391,9196.900391,160831700
27/05/2021,9183.799805,9254.700195,9173.5,9186.099609,325441300
28/05/2021,9237.799805,9243.299805,9204.299805,9224.599609,192320800
31/05/2021,9224.200195,9226.099609,9148.900391,9148.900391,102386400
01/06/2021,9167.299805,9226.799805,9137.200195,9189.700195,143121400
02/06/2021,9198.299805,9216,9152,9180.700195,137506400
03/06/2021,9179.799805,9189.400391,9086.599609,9142.400391,164216700
04/06/2021,9144.5,9158.799805,9071.200195,9088.299805,131208100
07/06/2021,9076.099609,9175.900391,9042,9163.599609,129664800
08/06/2021,9159.599609,9204.799805,9110.599609,9153.599609,144263700
09/06/2021,9157.200195,9185,9128.799805,9156.099609,124744700
10/06/2021,9190.799805,9205.099609,9113.099609,9133.799805,154773800
11/06/2021,9144,9211.799805,9131.099609,9205,107059800
14/06/2021,9238.700195,9302.700195,9233,9281.099609,135889000
15/06/2021,9310.799805,9310.799805,9220.700195,9230.700195,119439700
16/06/2021,9266.299805,9274.599609,9201,9202.200195,161804400
17/06/2021,9178.799805,9272,9170.700195,9195.900391,203696100
18/06/2021,9166.299805,9185.400391,8976.400391,9030.599609,452775400
21/06/2021,8970.099609,9063.200195,8906,9051.700195,167378300
22/06/2021,9073.700195,9073.700195,8998.799805,9053.299805,137668000
23/06/2021,9072.200195,9092.700195,8954.099609,8954.099609,112812200
24/06/2021,9015.400391,9098.099609,8985.099609,9074.099609,130938500
25/06/2021,9101,9107.200195,9034.599609,9095,130343900
28/06/2021,9075.5,9083.5,8913.700195,8913.700195,152784500
29/06/2021,8897.400391,8957.599609,8884.799805,8915.099609,142239100
30/06/2021,8892.700195,8903.700195,8765.299805,8821.200195,190176400
01/07/2021,8862.299805,8957.799805,8862.200195,8932.299805,122723600
02/07/2021,8951.700195,8968.099609,8873.599609,8907.599609,115691700
05/07/2021,8900.5,8965.5,8862.400391,8946.400391,100801100
06/07/2021,8924.099609,8959.900391,8837.200195,8860.799805,152719800
07/07/2021,8877.900391,8904.5,8826,8854.5,149997700
08/07/2021,8768.099609,8772.900391,8597.799805,8650.099609,201968800
09/07/2021,8680.799805,8780.700195,8654.5,8776.599609,141622900
12/07/2021,8791.900391,8822,8696.799805,8816.700195,103461800
13/07/2021,8824.299805,8832.200195,8676.700195,8694.799805,133852800
14/07/2021,8674.700195,8712,8625.599609,8658.299805,120506000
15/07/2021,8626.400391,8626.400391,8507.400391,8527,131271100
